country,climate_zone,latitude,longitude,date,month,temperature,humidity,rainfall,wind_speed,crop_type,crop_susceptibility,historical_infestation,aphid_risk,country_encoded,climate_encoded,crop_encoded
Mexico,arid,22.5627,-102.3804,2022-12-10,12,40.7,43.7,2.3,15.1,Rice,0.6,0.268,0.015,22,0,4
South Africa,temperate,-29.6569,22.0114,2023-05-28,5,30.9,59.5,113.6,13.2,Barley,0.7,0.688,0.0,36,3,0
Finland,continental,63.41,25.9069,2021-06-27,6,32.3,60.5,49.8,23.4,Sugarcane,0.3,0.248,0.021,11,1,6
Germany,temperate,51.5973,10.1785,2023-05-21,5,20.0,76.0,142.9,12.2,Maize,0.7,0.27,0.015,13,3,2
Bangladesh,temperate,23.399,91.7563,2020-09-26,9,10.8,68.0,117.4,0.7,Potato,0.4,0.593,0.039,2,3,3
Vietnam,tropical,12.4598,106.8476,2022-12-06,12,20.8,67.2,48.5,2.8,Cotton,0.5,0.589,0.0,47,4,1
Sri Lanka,tropical,8.0915,82.2368,2021-08-27,8,32.4,69.6,107.0,11.3,Wheat,0.8,0.479,0.033,39,4,7
Chile,temperate,-35.5173,-70.3,2023-05-21,5,17.8,53.4,148.4,4.6,Sugarcane,0.3,0.049,0.021,6,3,6
USA,temperate,38.2447,-98.8881,2022-04-22,4,24.8,68.0,126.3,6.3,Cotton,0.5,0.401,0.0,44,3,1
Colombia,highland,5.7961,-72.5535,2023-06-03,6,19.4,62.5,46.7,0.1,Rice,0.6,0.407,0.068,8,2,4
Bangladesh,temperate,22.4488,91.6834,2020-10-05,10,14.9,43.4,138.9,2.1,Wheat,0.8,0.46,0.018,2,3,7
Germany,temperate,52.6606,12.2551,2022-07-21,7,22.0,68.7,4.0,1.7,Sugarcane,0.3,0.399,0.117,13,3,6
Indonesia,tropical,-0.5832,114.0637,2022-10-26,10,22.0,75.9,89.7,13.9,Cotton,0.5,0.276,0.013,16,4,1
Colombia,highland,3.7232,-72.254,2022-08-21,8,21.6,55.1,124.6,9.4,Soybean,0.9,0.471,0.05,8,2,5
Russia,continental,61.3339,104.4186,2020-05-09,5,28.9,40.6,44.3,8.2,Maize,0.7,0.493,0.0,34,1,2
South Africa,temperate,-28.7728,24.1873,2022-10-29,10,4.5,42.6,83.3,8.5,Potato,0.4,0.631,0.045,36,3,3
Nigeria,tropical,7.1293,7.2835,2023-09-17,9,26.6,66.3,82.0,9.5,Barley,0.7,0.694,0.0,27,4,0
Finland,continental,65.3321,24.6675,2020-09-07,9,18.2,34.6,33.3,14.3,Maize,0.7,0.438,0.0,11,1,2
UK,temperate,57.1412,-2.6823,2021-01-19,1,1.6,41.8,64.8,4.5,Barley,0.7,0.335,0.0,43,3,0
South Korea,temperate,35.0486,128.2374,2023-08-21,8,27.0,72.8,56.0,3.9,Soybean,0.9,0.437,0.029,37,3,5
India,tropical,20.9626,77.0271,2021-06-01,6,31.2,75.9,199.2,2.0,Maize,0.7,0.349,0.036,15,4,2
Kenya,tropical,-0.5358,36.5307,2022-12-24,12,31.9,64.0,95.8,3.4,Maize,0.7,0.609,0.023,20,4,2
Vietnam,tropical,13.5148,109.1887,2023-07-03,7,22.1,86.7,295.4,8.3,Barley,0.7,0.433,0.037,47,4,0
Iran,arid,32.3303,52.5679,2020-08-14,8,41.5,49.7,20.4,21.2,Barley,0.7,0.36,0.0,17,0,0
Colombia,highland,5.7322,-72.5327,2021-09-17,9,23.5,78.5,115.8,5.5,Wheat,0.8,0.292,0.0,8,2,7
Pakistan,arid,32.0894,67.7922,2020-06-01,6,27.5,45.1,0.8,11.2,Maize,0.7,0.244,0.056,29,0,2
China,temperate,35.4017,104.2858,2023-03-15,3,22.7,60.5,24.6,16.0,Barley,0.7,0.287,0.091,7,3,0
China,temperate,36.561,104.9037,2021-01-27,1,11.8,53.3,50.9,19.1,Wheat,0.8,0.209,0.0,7,3,7
Malaysia,tropical,3.2481,103.106,2021-03-03,3,29.3,90.8,70.5,1.7,Rice,0.6,0.464,0.009,21,4,4
Vietnam,tropical,12.6203,108.3602,2023-12-26,12,29.7,60.9,8.0,11.2,Cotton,0.5,0.558,0.006,47,4,1
Malaysia,tropical,3.4952,101.0004,2022-08-24,8,25.8,94.0,81.2,8.0,Soybean,0.9,0.374,0.003,21,4,5
Poland,temperate,51.3687,20.5392,2023-04-02,4,21.1,71.6,132.7,8.4,Barley,0.7,0.152,0.053,32,3,0
France,temperate,47.1235,0.4634,2021-07-10,7,18.9,50.2,117.4,12.5,Wheat,0.8,0.125,0.001,12,3,7
Poland,temperate,52.483,17.3524,2022-06-10,6,19.9,50.8,117.1,4.4,Barley,0.7,0.076,0.008,32,3,0
Thailand,tropical,17.1668,99.06,2021-08-23,8,20.5,85.5,42.5,12.3,Sugarcane,0.3,0.369,0.0,41,4,6
Morocco,arid,29.8201,-6.22,2022-01-08,1,38.6,19.0,7.7,19.7,Potato,0.4,0.087,0.0,23,0,3
Thailand,tropical,16.505,102.0088,2023-02-23,2,22.5,62.6,24.5,8.1,Rice,0.6,0.607,0.035,41,4,4
Germany,temperate,51.479,10.5094,2022-03-10,3,9.0,62.7,15.0,18.1,Wheat,0.8,0.256,0.0,13,3,7
Canada,continental,54.8312,-104.3684,2021-12-08,12,-1.5,36.4,37.5,1.2,Sugarcane,0.3,0.609,0.01,5,1,6
Indonesia,tropical,-1.0499,115.2273,2020-01-26,1,24.2,72.9,47.2,13.4,Soybean,0.9,0.408,0.0,16,4,5
South Korea,temperate,35.9073,129.4915,2023-11-18,11,6.6,69.8,79.4,14.0,Maize,0.7,0.565,0.0,37,3,2
Sweden,continental,61.1031,20.1664,2020-11-20,11,-0.4,38.2,1.3,20.5,Sugarcane,0.3,0.409,0.027,40,1,6
Iran,arid,31.3505,54.6268,2020-10-31,10,37.0,24.1,15.2,4.6,Barley,0.7,0.497,0.0,17,0,0
Nigeria,tropical,8.5377,10.386,2021-12-01,12,32.7,78.1,18.6,4.2,Maize,0.7,0.597,0.0,27,4,2
France,temperate,47.9103,1.7978,2023-07-13,7,31.5,65.8,33.8,11.2,Cotton,0.5,0.198,0.016,12,3,1
Belgium,temperate,50.6893,5.3716,2023-06-11,6,24.4,72.3,102.7,7.1,Barley,0.7,0.382,0.005,3,3,0
Philippines,tropical,11.9991,120.6257,2022-09-25,9,25.8,73.8,164.4,8.5,Rice,0.6,0.75,0.0,31,4,4
Venezuela,highland,7.5268,-66.6111,2022-11-07,11,8.1,69.5,194.3,7.8,Potato,0.4,0.351,0.0,46,2,3
Netherlands,temperate,53.9534,7.2706,2020-07-21,7,22.6,55.0,128.3,9.3,Wheat,0.8,0.572,0.03,25,3,7
Nigeria,tropical,11.0921,10.1467,2023-07-28,7,29.8,73.9,174.5,5.8,Cotton,0.5,0.762,0.033,27,4,1
Nigeria,tropical,10.8611,10.2134,2022-07-03,7,20.4,73.9,86.0,2.8,Soybean,0.9,0.643,0.016,27,4,5
Norway,continental,62.4334,8.1267,2023-03-13,3,0.0,33.2,60.7,20.9,Soybean,0.9,0.554,0.031,28,1,5
Brazil,tropical,-14.2423,-52.2352,2020-07-28,7,24.6,66.2,105.1,2.5,Cotton,0.5,0.327,0.049,4,4,1
Nigeria,tropical,9.7495,6.8376,2022-11-23,11,33.6,61.1,73.0,5.0,Wheat,0.8,0.735,0.0,27,4,7
Germany,temperate,51.3724,10.1721,2021-06-01,6,22.4,55.1,12.1,12.5,Soybean,0.9,0.275,0.05,13,3,5
Portugal,temperate,41.1068,-8.3889,2022-08-24,8,13.3,47.2,14.0,1.1,Sugarcane,0.3,0.44,0.046,33,3,6
Thailand,tropical,14.1472,102.8067,2021-02-04,2,20.3,68.2,37.2,8.0,Soybean,0.9,0.282,0.092,41,4,5
Ghana,tropical,6.2567,-2.6842,2023-04-30,4,27.6,72.4,94.4,12.4,Soybean,0.9,0.783,0.017,14,4,5
Peru,highland,-7.3078,-76.5034,2023-07-19,7,22.9,62.4,141.8,0.2,Cotton,0.5,0.567,0.058,30,2,1
Malaysia,tropical,2.7472,102.3681,2021-12-17,12,33.7,60.5,85.0,7.2,Soybean,0.9,0.676,0.028,21,4,5
Venezuela,highland,6.9436,-67.9228,2020-09-08,9,10.1,62.4,18.5,0.9,Rice,0.6,0.396,0.0,46,2,4
Vietnam,tropical,13.9475,108.3794,2023-09-15,9,28.3,76.4,116.1,9.2,Potato,0.4,0.512,0.0,47,4,3
Philippines,tropical,13.5478,122.9256,2020-05-25,5,26.9,93.6,6.3,7.5,Potato,0.4,0.688,0.069,31,4,3
Australia,temperate,-27.0604,135.2495,2022-07-10,7,30.4,73.2,4.7,7.3,Maize,0.7,0.203,0.077,1,3,2
Turkey,temperate,38.6517,35.7556,2022-04-05,4,13.5,63.8,65.9,3.0,Potato,0.4,0.44,0.0,42,3,3
Bangladesh,temperate,23.1158,89.2797,2020-08-26,8,23.4,44.0,139.5,9.7,Wheat,0.8,0.373,0.0,2,3,7
Ethiopia,tropical,9.6397,41.812,2021-03-06,3,24.0,78.9,79.2,11.7,Wheat,0.8,0.596,0.068,10,4,7
Sweden,continental,59.6401,20.5016,2022-06-27,6,19.2,70.6,79.2,24.4,Cotton,0.5,0.509,0.03,40,1,1
Argentina,temperate,-39.7279,-63.0579,2023-04-20,4,17.3,41.5,131.5,18.0,Sugarcane,0.3,0.266,0.0,0,3,6
Canada,continental,56.2847,-105.5567,2021-01-24,1,4.6,60.9,78.4,18.0,Cotton,0.5,0.276,0.0,5,1,1
Colombia,highland,3.283,-72.3628,2020-06-03,6,7.7,84.1,74.3,0.6,Rice,0.6,0.465,0.0,8,2,4
Norway,continental,60.6225,9.4014,2023-05-19,5,30.9,40.0,43.1,7.7,Potato,0.4,0.645,0.0,28,1,3
Canada,continental,54.732,-105.4639,2023-01-21,1,-1.6,60.6,3.5,15.6,Rice,0.6,0.28,0.0,5,1,4
Vietnam,tropical,15.8411,107.8431,2021-07-01,7,22.8,75.9,182.5,6.1,Maize,0.7,0.74,0.0,47,4,2
Venezuela,highland,8.0399,-66.6885,2023-04-03,4,7.0,69.0,96.3,0.5,Sugarcane,0.3,0.32,0.033,46,2,6
Kenya,tropical,-1.5899,37.733,2020-02-23,2,32.1,68.6,4.4,9.4,Barley,0.7,0.34,0.042,20,4,0
Germany,temperate,51.3363,8.9765,2022-12-27,12,2.3,70.2,51.5,2.7,Barley,0.7,0.161,0.0,13,3,0
Russia,continental,62.4558,104.5838,2023-12-07,12,0.7,65.1,91.0,18.0,Potato,0.4,0.455,0.0,34,1,3
Russia,continental,62.9869,105.6108,2020-06-06,6,21.2,63.0,38.8,1.8,Wheat,0.8,0.594,0.035,34,1,7
UK,temperate,57.2929,-3.0182,2021-08-26,8,14.5,48.9,82.3,10.4,Rice,0.6,0.533,0.051,43,3,4
Mexico,arid,23.89,-103.9043,2022-03-23,3,32.2,40.7,1.4,20.7,Rice,0.6,0.089,0.023,22,0,4
South Africa,temperate,-31.4065,24.6241,2023-04-29,4,14.1,55.9,88.1,1.8,Soybean,0.9,0.544,0.03,36,3,5
Venezuela,highland,4.7149,-66.1441,2023-07-17,7,16.2,54.1,59.6,12.9,Barley,0.7,0.56,0.038,46,2,0
South Africa,temperate,-31.226,22.8401,2023-07-13,7,19.9,63.7,124.2,18.9,Barley,0.7,0.503,0.0,36,3,0
Ethiopia,tropical,10.6426,39.4761,2020-06-04,6,22.4,68.9,46.6,4.0,Potato,0.4,0.58,0.06,10,4,3
Peru,highland,-10.3365,-76.9546,2020-09-05,9,14.9,54.5,10.7,7.5,Maize,0.7,0.587,0.009,30,2,2
Iran,arid,34.0552,54.2662,2022-03-22,3,28.7,13.2,12.2,16.6,Cotton,0.5,0.449,0.017,17,0,1
Germany,temperate,53.1648,9.8303,2022-06-28,6,25.9,52.8,128.8,6.2,Soybean,0.9,0.113,0.005,13,3,5
Poland,temperate,51.7373,18.38,2020-01-14,1,13.9,84.5,83.7,16.6,Sugarcane,0.3,0.294,0.034,32,3,6
UK,temperate,54.8665,-4.4691,2022-01-16,1,1.6,50.9,75.7,0.2,Maize,0.7,0.31,0.0,43,3,2
South Korea,temperate,35.4503,127.4915,2021-04-15,4,21.5,64.4,14.0,19.6,Wheat,0.8,0.376,0.082,37,3,7
Sri Lanka,tropical,8.1724,81.0148,2020-08-11,8,30.5,74.7,41.7,5.6,Potato,0.4,0.523,0.009,39,4,3
Mexico,arid,23.6065,-104.3391,2021-09-30,9,28.9,19.3,18.9,26.5,Cotton,0.5,0.034,0.0,22,0,1
Vietnam,tropical,14.2743,108.6169,2021-08-04,8,28.8,69.1,115.0,1.2,Potato,0.4,0.557,0.037,47,4,3
Mexico,arid,22.0384,-104.4359,2020-12-12,12,39.3,45.5,7.3,19.5,Rice,0.6,0.215,0.0,22,0,4
Ukraine,temperate,47.7498,32.617,2020-11-30,11,13.5,57.5,24.2,0.6,Barley,0.7,0.585,0.034,45,3,0
Netherlands,temperate,51.6673,4.1877,2021-04-29,4,17.0,43.1,39.4,8.9,Soybean,0.9,0.522,0.028,25,3,5
Venezuela,highland,7.384,-67.5807,2022-11-17,11,18.4,68.9,59.1,10.4,Barley,0.7,0.469,0.045,46,2,0
Russia,continental,60.5305,106.6569,2023-03-29,3,16.2,54.0,49.7,15.5,Rice,0.6,0.698,0.014,34,1,4
India,tropical,19.6892,77.8204,2022-02-05,2,21.9,83.7,36.7,13.3,Wheat,0.8,0.598,0.058,15,4,7
Colombia,highland,6.1216,-75.0565,2023-10-29,10,10.7,56.3,50.4,14.5,Rice,0.6,0.236,0.0,8,2,4
Sri Lanka,tropical,6.4569,82.0929,2023-03-14,3,34.7,91.6,21.6,6.3,Barley,0.7,0.28,0.042,39,4,0
Saudi Arabia,arid,24.6161,46.4942,2020-05-10,5,22.2,28.6,23.7,0.8,Maize,0.7,0.569,0.081,35,0,2
South Africa,temperate,-32.5082,22.0829,2021-06-29,6,30.5,58.8,141.0,16.1,Rice,0.6,0.722,0.0,36,3,4
USA,temperate,37.8311,-99.1673,2022-03-06,3,18.3,76.0,1.3,12.5,Soybean,0.9,0.458,0.201,44,3,5
Thailand,tropical,15.1126,100.7032,2023-11-16,11,34.3,76.0,36.7,5.2,Soybean,0.9,0.375,0.041,41,4,5
Mexico,arid,21.829,-101.7185,2020-07-03,7,42.7,42.4,13.7,19.8,Rice,0.6,0.035,0.034,22,0,4
Pakistan,arid,32.2441,69.2891,2021-12-02,12,41.8,25.2,21.4,19.4,Soybean,0.9,0.398,0.016,29,0,5
Venezuela,highland,5.5868,-67.9292,2021-08-07,8,12.2,72.6,138.4,8.0,Sugarcane,0.3,0.49,0.035,46,2,6
Sweden,continental,58.9734,18.7892,2020-01-26,1,4.2,35.2,2.5,18.7,Rice,0.6,0.772,0.016,40,1,4
Finland,continental,64.3081,25.0265,2022-05-08,5,32.4,30.2,64.1,17.5,Soybean,0.9,0.315,0.0,11,1,5
Nigeria,tropical,10.7423,8.9034,2022-12-01,12,29.5,87.5,47.6,0.8,Sugarcane,0.3,0.627,0.05,27,4,6
Mexico,arid,23.8869,-103.0603,2020-11-19,11,18.1,45.8,3.7,5.7,Maize,0.7,0.31,0.0,22,0,2
Indonesia,tropical,1.1934,115.1227,2020-05-28,5,26.6,68.6,280.3,1.1,Soybean,0.9,0.346,0.06,16,4,5
Russia,continental,61.5677,106.3969,2023-10-14,10,-6.9,62.4,88.7,14.1,Potato,0.4,0.377,0.045,34,1,3
Iran,arid,32.7941,53.3618,2022-04-26,4,38.2,47.5,20.7,17.7,Barley,0.7,0.384,0.0,17,0,0
Chile,temperate,-36.6789,-70.3083,2022-10-16,10,14.0,59.7,5.5,17.6,Wheat,0.8,0.032,0.0,6,3,7
Nepal,highland,27.943,86.0385,2023-10-13,10,18.0,64.6,176.8,9.3,Maize,0.7,0.1,0.0,24,2,2
Pakistan,arid,29.1534,68.4874,2020-04-04,4,36.1,31.7,17.2,17.8,Maize,0.7,0.173,0.0,29,0,2
Brazil,tropical,-16.1442,-53.3014,2020-05-12,5,20.7,93.4,123.4,8.3,Soybean,0.9,0.374,0.004,4,4,5
New Zealand,temperate,-41.0219,176.5069,2020-12-03,12,9.0,65.7,46.6,19.1,Potato,0.4,0.498,0.0,26,3,3
Bangladesh,temperate,24.5645,88.8674,2023-03-12,3,18.3,63.3,19.7,19.2,Rice,0.6,0.645,0.03,2,3,4
Italy,temperate,43.6659,11.3449,2023-06-13,6,29.3,47.2,60.6,11.5,Rice,0.6,0.045,0.012,18,3,4
Morocco,arid,33.3171,-6.2967,2020-11-28,11,42.5,20.9,18.5,12.3,Maize,0.7,0.124,0.007,23,0,2
Turkey,temperate,40.1349,34.4542,2022-01-21,1,0.1,70.5,55.9,2.1,Barley,0.7,0.729,0.0,42,3,0
South Africa,temperate,-29.6523,21.2331,2023-01-29,1,1.3,56.8,105.0,3.6,Rice,0.6,0.551,0.0,36,3,4
Nigeria,tropical,9.3894,6.8294,2020-04-15,4,24.8,74.2,89.0,5.5,Cotton,0.5,0.496,0.025,27,4,1
Sweden,continental,58.8381,20.518,2020-07-10,7,29.2,35.2,46.2,4.6,Soybean,0.9,0.662,0.029,40,1,5
Indonesia,tropical,-1.1288,115.1432,2023-04-28,4,28.9,61.7,60.0,13.7,Soybean,0.9,0.314,0.0,16,4,5
Venezuela,highland,4.9826,-66.1732,2020-07-31,7,23.5,55.9,79.5,8.2,Barley,0.7,0.621,0.034,46,2,0
Spain,temperate,42.3983,-3.6695,2023-05-18,5,16.3,52.1,75.5,5.7,Maize,0.7,0.549,0.061,38,3,2
Belgium,temperate,49.8761,2.6739,2020-12-14,12,0.6,80.2,42.5,0.5,Soybean,0.9,0.497,0.035,3,3,5
Nepal,highland,28.5091,85.9145,2022-10-01,10,10.0,75.7,62.7,9.2,Barley,0.7,0.368,0.018,24,2,0
Belgium,temperate,52.4763,4.2202,2022-04-10,4,25.1,52.3,51.2,2.7,Sugarcane,0.3,0.17,0.0,3,3,6
Sweden,continental,58.8529,16.9666,2021-10-22,10,4.8,45.3,13.7,7.3,Wheat,0.8,0.543,0.048,40,1,7
Australia,temperate,-24.8012,134.2485,2021-08-10,8,13.6,78.4,138.5,11.8,Wheat,0.8,0.405,0.0,1,3,7
Finland,continental,63.428,26.9822,2021-08-04,8,8.8,36.4,60.9,22.8,Maize,0.7,0.455,0.009,11,1,2
Saudi Arabia,arid,23.7436,45.7782,2020-10-03,10,36.3,20.4,18.8,27.2,Cotton,0.5,0.226,0.0,35,0,1
Sweden,continental,60.6875,17.0526,2020-08-10,8,7.6,55.2,20.6,14.3,Soybean,0.9,0.572,0.01,40,1,5
Iran,arid,33.5235,54.3932,2020-11-18,11,43.3,41.8,9.6,2.5,Maize,0.7,0.292,0.0,17,0,2
Kenya,tropical,-1.7998,37.9939,2021-01-22,1,24.1,76.4,74.4,14.8,Rice,0.6,0.326,0.04,20,4,4
Peru,highland,-7.8038,-74.6614,2020-08-30,8,10.2,78.1,105.5,5.4,Barley,0.7,0.334,0.0,30,2,0
Netherlands,temperate,52.4348,7.184,2023-05-20,5,16.2,79.3,53.6,7.8,Cotton,0.5,0.358,0.022,25,3,1
Norway,continental,62.2561,8.889,2022-06-17,6,32.3,38.9,75.8,3.0,Potato,0.4,0.333,0.0,28,1,3
Sweden,continental,58.3597,16.9874,2021-08-28,8,11.9,46.6,59.6,9.9,Wheat,0.8,0.713,0.004,40,1,7
Peru,highland,-8.1605,-75.7068,2023-03-19,3,23.8,76.3,129.2,1.4,Maize,0.7,0.566,0.008,30,2,2
Peru,highland,-10.3205,-73.4082,2021-06-28,6,11.6,54.8,144.4,4.0,Sugarcane,0.3,0.232,0.006,30,2,6
Sri Lanka,tropical,6.4252,80.7303,2022-06-12,6,34.6,83.5,221.9,6.7,Potato,0.4,0.442,0.0,39,4,3
Nepal,highland,28.6235,83.0137,2020-03-21,3,14.4,75.0,115.3,11.4,Potato,0.4,0.382,0.048,24,2,3
Nepal,highland,26.947,84.8304,2020-02-20,2,15.7,59.8,0.8,14.8,Barley,0.7,0.074,0.054,24,2,0
Portugal,temperate,38.8629,-9.8831,2023-02-27,2,14.6,56.8,35.9,14.6,Maize,0.7,0.534,0.036,33,3,2
Ukraine,temperate,50.3182,31.8957,2021-12-07,12,0.5,42.0,12.9,12.9,Cotton,0.5,0.749,0.0,45,3,1
France,temperate,44.7853,1.8312,2020-08-10,8,18.4,65.0,102.2,6.6,Barley,0.7,0.459,0.0,12,3,0
Spain,temperate,39.7603,-4.7178,2022-12-05,12,-1.1,62.5,23.7,14.3,Barley,0.7,0.379,0.0,38,3,0
Sweden,continental,60.668,18.2163,2020-11-05,11,-13.9,64.8,65.5,18.6,Potato,0.4,0.756,0.0,40,1,3
Canada,continental,54.1156,-104.4588,2023-06-10,6,36.8,37.3,46.5,4.5,Wheat,0.8,0.508,0.016,5,1,7
Nigeria,tropical,7.927,10.2424,2020-04-29,4,27.9,84.0,98.0,1.3,Barley,0.7,0.411,0.0,27,4,0
Brazil,tropical,-14.7029,-52.9354,2020-03-29,3,20.6,82.3,37.9,6.8,Maize,0.7,0.537,0.087,4,4,2
South Africa,temperate,-29.7494,24.6999,2020-05-14,5,19.9,73.6,125.9,12.4,Barley,0.7,0.487,0.0,36,3,0
Poland,temperate,52.2534,17.6012,2020-06-20,6,32.0,44.7,124.5,19.8,Barley,0.7,0.354,0.0,32,3,0
South Korea,temperate,36.6316,128.6685,2023-05-30,5,26.7,63.8,132.3,10.8,Potato,0.4,0.511,0.0,37,3,3
South Africa,temperate,-31.365,22.5463,2020-09-15,9,7.7,71.5,47.0,16.2,Potato,0.4,0.52,0.013,36,3,3
Norway,continental,60.7606,7.23,2023-08-21,8,19.7,48.1,16.7,12.7,Barley,0.7,0.519,0.036,28,1,0
Saudi Arabia,arid,22.2498,45.5001,2023-03-13,3,26.9,15.9,13.1,3.7,Cotton,0.5,0.423,0.028,35,0,1
New Zealand,temperate,-40.3784,174.7853,2023-06-28,6,18.9,48.3,79.5,2.2,Wheat,0.8,0.23,0.0,26,3,7
Italy,temperate,43.5639,13.4886,2021-12-01,12,6.1,47.7,40.6,11.9,Sugarcane,0.3,0.025,0.011,18,3,6
Kenya,tropical,0.8565,39.5216,2022-10-18,10,21.4,69.8,2.4,6.4,Maize,0.7,0.635,0.0,20,4,2
Peru,highland,-8.6606,-76.909,2021-06-30,6,20.0,83.8,156.5,3.0,Potato,0.4,0.512,0.0,30,2,3
USA,temperate,39.6103,-98.1127,2023-03-27,3,22.4,47.8,25.3,15.9,Soybean,0.9,0.399,0.013,44,3,5
Brazil,tropical,-13.7302,-53.4081,2021-02-15,2,26.5,67.1,18.1,1.2,Sugarcane,0.3,0.611,0.101,4,4,6
Philippines,tropical,12.0306,120.272,2023-10-31,10,31.6,69.2,39.4,1.8,Barley,0.7,0.767,0.035,31,4,0
Egypt,arid,28.3263,29.6064,2022-12-08,12,35.2,47.2,16.1,9.4,Maize,0.7,0.101,0.0,9,0,2
Mexico,arid,25.4632,-104.1024,2022-05-30,5,43.4,22.8,22.8,16.8,Soybean,0.9,0.001,0.041,22,0,5
UK,temperate,56.5431,-2.1849,2021-11-06,11,10.1,76.3,116.5,12.8,Cotton,0.5,0.408,0.0,43,3,1
Saudi Arabia,arid,22.7499,43.139,2022-11-11,11,17.0,20.7,18.9,5.4,Wheat,0.8,0.2,0.033,35,0,7
Argentina,temperate,-37.1699,-62.3043,2023-11-02,11,13.2,83.0,88.4,1.8,Maize,0.7,0.36,0.002,0,3,2
Kenya,tropical,1.4709,36.0006,2021-10-13,10,20.6,68.1,48.1,1.3,Sugarcane,0.3,0.486,0.0,20,4,6
France,temperate,44.4195,3.9857,2021-06-29,6,19.8,60.6,62.2,8.8,Rice,0.6,0.249,0.01,12,3,4
France,temperate,46.05,2.1098,2023-12-04,12,-2.7,77.1,29.5,17.0,Wheat,0.8,0.164,0.0,12,3,7
Egypt,arid,26.5733,32.6952,2023-07-03,7,35.5,34.8,8.6,22.2,Wheat,0.8,0.167,0.05,9,0,7
France,temperate,44.5221,2.7102,2023-09-10,9,22.7,68.9,37.8,10.8,Cotton,0.5,0.213,0.0,12,3,1
Venezuela,highland,6.8209,-66.0395,2021-06-01,6,16.5,63.4,160.9,11.4,Wheat,0.8,0.355,0.032,46,2,7
Saudi Arabia,arid,23.7727,46.0705,2022-12-31,12,22.2,46.2,23.3,10.0,Soybean,0.9,0.267,0.034,35,0,5
Nepal,highland,29.2776,85.5659,2023-02-10,2,12.6,57.9,14.4,11.2,Sugarcane,0.3,0.207,0.054,24,2,6
South Korea,temperate,36.6175,128.7083,2021-08-29,8,20.2,79.4,122.0,14.5,Rice,0.6,0.529,0.008,37,3,4
Sri Lanka,tropical,8.6738,81.2808,2021-05-26,5,24.2,83.2,88.6,13.8,Barley,0.7,0.456,0.0,39,4,0
Egypt,arid,27.9103,29.6451,2023-05-03,5,31.3,36.3,20.6,12.2,Soybean,0.9,0.398,0.017,9,0,5
Saudi Arabia,arid,25.4189,44.4713,2021-10-17,10,33.2,18.7,16.9,4.7,Wheat,0.8,0.437,0.011,35,0,7
Chile,temperate,-37.6209,-69.9129,2021-08-25,8,25.0,49.1,95.6,7.3,Barley,0.7,0.022,0.0,6,3,0
Thailand,tropical,13.9828,101.9862,2022-07-20,7,23.0,86.2,174.7,10.8,Maize,0.7,0.496,0.0,41,4,2
Philippines,tropical,10.9649,122.7268,2021-12-12,12,29.1,91.3,60.2,9.2,Soybean,0.9,0.429,0.051,31,4,5
UK,temperate,57.1486,-3.7965,2023-12-01,12,-1.5,81.1,44.7,7.6,Sugarcane,0.3,0.401,0.032,43,3,6
Italy,temperate,42.7841,11.0032,2020-01-19,1,-0.2,65.0,52.0,9.1,Potato,0.4,0.381,0.0,18,3,3
UK,temperate,54.226,-2.5865,2020-07-21,7,24.8,48.6,65.0,12.7,Rice,0.6,0.469,0.023,43,3,4
China,temperate,35.1303,106.0376,2022-11-17,11,-0.0,71.9,34.8,15.2,Cotton,0.5,0.283,0.001,7,3,1
New Zealand,temperate,-41.3393,174.0647,2021-02-09,2,4.4,75.8,105.5,6.5,Rice,0.6,0.329,0.02,26,3,4
Indonesia,tropical,-1.2725,113.5642,2023-09-06,9,33.3,77.6,139.9,3.5,Sugarcane,0.3,0.454,0.016,16,4,6
India,tropical,20.3065,78.6984,2023-12-23,12,26.3,79.8,52.1,3.1,Wheat,0.8,0.681,0.0,15,4,7
Argentina,temperate,-36.93,-63.1929,2021-08-19,8,16.2,82.1,28.0,16.9,Wheat,0.8,0.179,0.0,0,3,7
Indonesia,tropical,0.5032,115.0111,2021-09-25,9,21.4,86.6,212.2,3.8,Wheat,0.8,0.454,0.019,16,4,7
Finland,continental,65.5558,27.7276,2023-05-01,5,15.9,45.5,81.1,9.2,Rice,0.6,0.437,0.0,11,1,4
Kenya,tropical,0.9837,39.6486,2021-03-13,3,20.9,70.3,23.7,14.7,Sugarcane,0.3,0.625,0.064,20,4,6
Germany,temperate,50.6865,10.8422,2021-09-09,9,11.9,73.5,61.4,1.7,Cotton,0.5,0.226,0.0,13,3,1
Belgium,temperate,50.7919,3.1905,2020-09-25,9,9.5,52.1,46.7,17.7,Rice,0.6,0.342,0.0,3,3,4
Kenya,tropical,1.5405,39.8122,2023-03-30,3,34.0,72.7,97.4,7.6,Cotton,0.5,0.639,0.009,20,4,1
Russia,continental,59.8265,105.5942,2023-03-23,3,14.1,48.4,1.8,19.2,Potato,0.4,0.341,0.034,34,1,3
Morocco,arid,30.6417,-6.1677,2023-03-18,3,42.3,34.4,5.4,20.0,Soybean,0.9,0.205,0.0,23,0,5
Nepal,highland,29.4349,82.7984,2022-06-01,6,10.0,57.6,194.6,9.5,Soybean,0.9,0.367,0.0,24,2,5
Thailand,tropical,14.8784,100.3623,2021-05-07,5,33.6,89.3,151.4,14.5,Barley,0.7,0.503,0.0,41,4,0
